"taxon","F_stat","r2_lure","p_perm","q_value"
"ASV_841",2.12154719607768,0.0629734014994874,0.129,0.982973967684022
"ASV_845",2.50387280759907,0.0749598980213479,0.153,0.982973967684022
"ASV_846",1.57163371728633,0.0485405519707713,0.015,0.982973967684022
"ASV_849",0.39514043673778,0.0125199246672818,0.305,0.982973967684022
"ASV_852",0.847745451437949,0.026428104048409,0.114,0.982973967684022
"ASV_856",3.50912257770978,0.0997378173252713,0.105,0.982973967684022
"ASV_863",8.52315095229438,0.216443146826588,0.016,0.982973967684022
"ASV_864",2.64841483352317,0.076888763196818,0.245,0.982973967684022
"ASV_866",1.20200244500976,0.0372299404189243,0.01,0.982973967684022
"ASV_870",1.38051463864096,0.0424935836759024,0.36,0.982973967684022
"ASV_879",1.76514195899364,0.0534415552754894,0.056,0.982973967684022
"ASV_883",1.31449760547326,0.0403239926073436,0.432,0.982973967684022
"ASV_888",3.99435931543667,0.114906968216965,0.169,0.982973967684022
"ASV_889",1.70250866830467,0.0507768461854657,0.311,0.982973967684022
"ASV_905",1.2749322607317,0.0400078579609546,0.303,0.982973967684022
"ASV_912",1.91222488223177,0.0588120914998957,0.247,0.982973967684022
"ASV_915",1.7802632889901,0.0525356318230411,0.083,0.982973967684022
"ASV_918",2.02665847938057,0.0607595542572581,0.386,0.982973967684022
"ASV_924",1.41846125216633,0.0432364463817324,0.3,0.982973967684022
"ASV_926",2.05316872510202,0.0622332979828133,0.149,0.982973967684022
"ASV_930",0.957384943505299,0.0307191405641802,0.215,0.982973967684022
"ASV_933",4.13710597635454,0.117905183575572,0.015,0.982973967684022
"ASV_935",3.01118447040377,0.0876835907067983,0.004,0.982973967684022
"ASV_938",1.89266642296745,0.057775939202227,0.283,0.982973967684022
"ASV_939",1.62866633348803,0.0504037576422007,0.199,0.982973967684022
"ASV_942",1.39540080028156,0.0431684383168023,0.18,0.982973967684022
"ASV_943",2.31540109390842,0.0695753553820842,0.099,0.982973967684022
"ASV_948",1.72935060083416,0.052826695803209,0.155,0.982973967684022
"ASV_949",0.513350464838614,0.016286855697228,0.402,0.982973967684022
"ASV_952",0.967612617831007,0.0319240059291688,0.1,0.982973967684022
"ASV_956",2.90149631927757,0.0855143538596604,0.069,0.982973967684022
"ASV_959",2.5822212642761,0.0775176075451385,0.3,0.982973967684022
"ASV_964",0.997157690748778,0.0308021798780398,0.369,0.982973967684022
"ASV_967",1.81107059295832,0.0540573234890451,0.319,0.982973967684022
"ASV_969",0.42247589040667,0.0148887381224872,0.328,0.982973967684022
"ASV_974",1.24869333414867,0.0379075215010715,0.346,0.982973967684022
"ASV_975",6.30082554939703,0.165561633251264,0.073,0.982973967684022
"ASV_976",2.06444848386179,0.0618111181519028,0.405,0.982973967684022
"ASV_978",0.634976826167232,0.0207305795758084,0.271,0.982973967684022
"ASV_979",2.07428034469418,0.0634651129449815,0.372,0.982973967684022
"ASV_984",1.38837759041663,0.0414963932672062,0.452,0.982973967684022
"ASV_986",0.560846413388975,0.018107240016077,0.158,0.982973967684022
"ASV_990",0.860430866077033,0.0267731789018479,0.308,0.982973967684022
"ASV_991",5.75577057435921,0.157062025547631,0.335,0.982973967684022
"ASV_992",1.06808277614503,0.0328632582474322,0.27,0.982973967684022
"ASV_993",0.407213916984188,0.0133135749438845,0.094,0.982973967684022
"ASV_998",0.545377214358528,0.0172352084136155,0.413,0.982973967684022
"ASV_999",1.27213639518141,0.0391896223700001,0.272,0.982973967684022
"ASV_1003",1.40699915285646,0.0434127563078447,0.436,0.982973967684022
"ASV_1004",3.28889567039144,0.0964014468365076,0.241,0.982973967684022
"ASV_1008",3.1858276330284,0.0938915758523436,0.085,0.982973967684022
"ASV_1010",1.15616468545882,0.0363123087275031,0.321,0.982973967684022
"ASV_1011",1.9426502140013,0.0593217925621054,0.411,0.982973967684022
"ASV_1012",2.50186740495449,0.0750006842782732,0.044,0.982973967684022
"ASV_1015",2.5589742923379,0.0762310683243602,0.31,0.982973967684022
"ASV_1024",0.980789674018524,0.0305322304561241,0.152,0.982973967684022
"ASV_1027",6.46127967823079,0.172156912464094,0.165,0.982973967684022
"ASV_1029",0.138940139194156,0.00537133056542437,0.431,0.982973967684022
"ASV_1030",3.63313191411057,0.105642649644087,0.183,0.982973967684022
"ASV_1034",2.03754432317826,0.0629418923527192,0.077,0.982973967684022
"ASV_1035",0.104422997118518,0.00335673530219914,0.305,0.982973967684022
"ASV_1037",0.751935508117942,0.0224002326823908,0.241,0.982973967684022
"ASV_1046",5.80882452089759,0.157247844064717,0.025,0.982973967684022
"ASV_1050",0.290510243733929,0.00910527358964457,0.304,0.982973967684022
"ASV_1055",0.388470635206931,0.012586046609375,0.124,0.982973967684022
"ASV_1059",1.43368195537932,0.0448270195011721,0.176,0.982973967684022
"ASV_1062",0.816448792059675,0.0257764468961195,0.43,0.982973967684022
"ASV_1064",1.35486680198891,0.0417046187110916,0.397,0.982973967684022
"ASV_1070",0.266565676750964,0.00791847926195637,0.468,0.982973967684022
"ASV_1072",2.75760137468127,0.081629696405966,0.076,0.982973967684022
"ASV_1073",0.802938075746483,0.0251763001059228,0.049,0.982973967684022
"ASV_1074",2.27211070983346,0.0681199596786481,0.441,0.982973967684022
"ASV_1079",1.77047969041043,0.0513877028865897,0.245,0.982973967684022
"ASV_1080",0.989344818055314,0.031103367351363,0.203,0.982973967684022
"ASV_1082",1.41479973336192,0.0428673621374967,0.458,0.982973967684022
"ASV_1087",2.07714238734476,0.0639962681559886,0.216,0.982973967684022
"ASV_1088",1.42424027569565,0.0428950147309161,0.324,0.982973967684022
