	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_5199	NA	NA	NA	NA	NA	NA	NA
ASV_5200	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Foliocryphiaceae	g__Neocryphonectria	s__carpini
ASV_5201	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Arachnopeziza	s__aurelia
ASV_5202	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_5203	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5204	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__rhizophorae
ASV_5205	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Neoerysiphe	s__galeopsidis
ASV_5206	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Caliciaceae	g__Buellia	s__triseptata
ASV_5207	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Porodiplodiaceae	g__Porodiplodia	s__livistonae
ASV_5208	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Valsa	NA
ASV_5209	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Mrakia	NA
ASV_5210	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Irpex	s__lacteus
ASV_5211	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASV_5212	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_5213	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Graphostromataceae	g__Biscogniauxia	NA
ASV_5214	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__alni
ASV_5215	NA	NA	NA	NA	NA	NA	NA
ASV_5216	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_5217	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Zymoseptoria	NA
ASV_5218	k__Fungi	p__Ascomycota	c__Arthoniomycetes	o__Lichenostigmatales	f__Phaeococcomycetaceae	g__Phaeococcomyces	s__eucalypti
ASV_5219	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	NA	NA	NA
ASV_5220	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	s__laibachii
ASV_5221	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Cerioporus	s__mollis
ASV_5222	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Chrysozymaceae_gen_Incertae_sedis	NA
ASV_5223	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Barnettozyma	NA
ASV_5224	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_5225	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	NA	NA
ASV_5226	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__acutiseta
ASV_5227	NA	NA	NA	NA	NA	NA	NA
ASV_5228	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricomycetes_ord_Incertae_sedis	f__Xenasmataceae	g__Xenasmatella	NA
ASV_5229	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_5230	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_5231	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Steccherinaceae	g__Steccherinum	s__bourdotii
ASV_5232	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	NA
ASV_5233	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Ceriporia	s__spissa
ASV_5234	k__Fungi	p__Ascomycota	c__Leotiomycetes	NA	NA	NA	NA
ASV_5235	k__Rhizaria	p__Cercozoa	c__Cercozoa_cls_Incertae_sedis	o__Cercozoa_ord_Incertae_sedis	f__Cercozoa_fam_Incertae_sedis	g__Cercozoa_gen_Incertae_sedis	NA
ASV_5236	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5237	NA	NA	NA	NA	NA	NA	NA
ASV_5238	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_5239	NA	NA	NA	NA	NA	NA	NA
ASV_5240	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Saturnispora	s__silvae
ASV_5241	NA	NA	NA	NA	NA	NA	NA
ASV_5242	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Cordieritidaceae	g__Ionomidotis	NA
ASV_5243	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Hyphodermella	s__rosae
ASV_5244	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Perenniporia	s__formosana
ASV_5245	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5246	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Phaeophlebiopsis	NA
ASV_5247	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Paracladophialophoraceae	g__Paracladophialophora	NA
ASV_5248	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellales_fam_Incertae_sedis	g__Glomerellales_gen_Incertae_sedis	NA
ASV_5249	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5250	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Sphaerulina	s__pelargonii
ASV_5251	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Microstromatales	f__Microstromatales_fam_Incertae_sedis	g__Pseudomicrostroma	s__phylloplanum
ASV_5252	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__globispora
ASV_5253	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Physciella	s__melanchra
ASV_5254	k__Fungi	p__Basidiomycota	c__Atractiellomycetes	o__Atractiellales	f__Phleogenaceae	g__Phleogena	s__faginea
ASV_5255	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycopsidaceae	NA	NA
ASV_5256	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_5257	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Agaricus	s__lanipedisimilis
ASV_5258	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_5259	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Zymoseptoria	NA
ASV_5260	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_5261	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_5262	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae
ASV_5263	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5264	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5265	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASV_5266	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Massariaceae	g__Massaria	NA
ASV_5267	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_5268	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	NA	NA	NA
ASV_5269	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_5270	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	NA	NA
ASV_5271	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycopsidaceae	NA	NA
ASV_5272	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA
ASV_5273	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Microstromatales	f__Microstromatales_fam_Incertae_sedis	g__Pseudomicrostroma	s__phylloplanum
ASV_5274	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	NA
ASV_5275	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae
ASV_5276	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cylindriaceae	g__Cylindrium	s__corymbiae
ASV_5277	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetales_fam_Incertae_sedis	g__Spizellomycetales_gen_Incertae_sedis	NA
ASV_5278	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Thoreauomyces	s__humboldtii
ASV_5279	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5280	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_5281	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pyrenopeziza	s__caespiticia
ASV_5282	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__lonicerae
ASV_5283	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Zopfiella	s__tardifaciens
ASV_5284	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__avenaceum
ASV_5285	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	NA
ASV_5286	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_5287	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Oncopodiella	NA
ASV_5288	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Geosmithia	s__obscura
ASV_5289	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	NA
ASV_5290	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Alatospora	NA
ASV_5291	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	NA	NA	NA
ASV_5292	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_5293	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Phallales	f__Phallaceae	g__Phallus	s__hadriani
ASV_5294	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	s__asperus
ASV_5295	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_5296	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideaceae	g__Dothidea	NA
ASV_5297	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5298	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Claussenomyces	s__olivaceus
ASV_5299	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__livistonae
ASV_5300	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5301	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_5302	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	g__Yuchengia	s__narymica
ASV_5303	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5304	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Rhamphoria	s__pyriformis
ASV_5305	NA	NA	NA	NA	NA	NA	NA
ASV_5306	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	g__Kondoa	NA
ASV_5307	k__Viridiplantae	p__Anthophyta	c__Monocotyledonae	o__Poales	f__Poaceae	NA	NA
ASV_5308	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	s__symmetrica
ASV_5309	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	NA	NA
ASV_5310	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_5311	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	NA
ASV_5312	k__Fungi	p__Ascomycota	c__Leotiomycetes	NA	NA	NA	NA
ASV_5313	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__garciniae
ASV_5314	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__bruneiensis
ASV_5315	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_5316	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Microstromatales	f__Microstromatales_fam_Incertae_sedis	g__Pseudomicrostroma	s__phylloplanum
ASV_5317	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Delonicicolales	f__Delonicicolaceae	g__Furfurella	s__stromatica
ASV_5318	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	g__Phialemonium	s__inflatum
ASV_5319	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Evernia	NA
ASV_5320	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_5321	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Dothiora	NA
ASV_5322	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sesquicillium	NA
ASV_5323	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Xenoacremonium	s__recifei
ASV_5324	NA	NA	NA	NA	NA	NA	NA
ASV_5325	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	s__foliicola
ASV_5326	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV_5327	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Duportella	s__lassa
ASV_5328	NA	NA	NA	NA	NA	NA	NA
ASV_5329	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiaceae	g__Erythrobasidium	NA
ASV_5330	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV_5331	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Flavoparmelia	s__caperata
ASV_5332	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	s__maculosum
ASV_5333	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Sorocybe	NA
ASV_5334	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_5335	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	NA	NA
ASV_5336	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	s__haroldporteri
ASV_5337	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_5338	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellales_fam_Incertae_sedis	g__Tremellales_gen_Incertae_sedis	NA
ASV_5339	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Physcia	s__millegrana
ASV_5340	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	NA	NA
ASV_5341	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5342	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_5343	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	NA	NA	NA
ASV_5344	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
ASV_5345	NA	NA	NA	NA	NA	NA	NA
ASV_5346	k__Fungi	p__Ascomycota	c__Leotiomycetes	NA	NA	NA	NA
ASV_5347	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASV_5348	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Fomitopsidaceae	g__Amyloporia	s__nivea
ASV_5349	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Ceratocystidaceae	g__Ceratocystis	s__grandicarpa
ASV_5350	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASV_5351	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5352	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	NA
ASV_5353	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_5354	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Neocelosporiales	f__Neocelosporiaceae	g__Neocelosporium	NA
ASV_5355	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_5356	k__Fungi	p__Olpidiomycota	c__GS18	o__GS18_ord_Incertae_sedis	f__GS18_ord_Incertae_sedis_fam_Incertae_sedis	g__GS18_ord_Incertae_sedis_gen_Incertae_sedis	NA
ASV_5357	k__Viridiplantae	p__Anthophyta	c__Monocotyledonae	o__Alismatales	f__Aponogetonaceae	g__Aponogeton	s__abyssinicus
ASV_5358	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_5359	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiotremataceae	NA	NA
ASV_5360	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5361	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__confusa
ASV_5362	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Tubeufia	s__krabiensis
ASV_5363	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	NA
ASV_5364	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Trametes	s__pubescens
ASV_5365	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Gnomoniaceae	g__Plagiostoma	s__jonesii
ASV_5366	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Passalora	s__bacilligera
ASV_5367	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
ASV_5368	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiaceae	g__Erythrobasidium	NA
ASV_5369	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Praetumpfia	s__obducens
ASV_5370	NA	NA	NA	NA	NA	NA	NA
ASV_5371	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Limtongozyma	s__cylindracea
ASV_5372	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Duportella	s__lassa
ASV_5373	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5374	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5375	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__lonicerae
ASV_5376	NA	NA	NA	NA	NA	NA	NA
ASV_5377	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomycetaceae_gen_Incertae_sedis	NA
ASV_5378	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_5379	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5380	k__Fungi	p__Ascomycota	c__Xylonomycetes	o__Symbiotaphrinales	f__Symbiotaphrinaceae	g__Symbiotaphrina	s__microtheca
ASV_5381	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__cinerea
ASV_5382	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Bulleromyces	NA
ASV_5383	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5384	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Simplicillium	s__lamellicola
ASV_5385	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Hyphodermataceae	g__Hyphoderma	NA
ASV_5386	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Physcia	s__millegrana
ASV_5387	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Hyphodermella	s__rosae
ASV_5388	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Myrmecridiales	NA	NA	NA
ASV_5389	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetales_fam_Incertae_sedis	g__Spizellomycetales_gen_Incertae_sedis	NA
ASV_5390	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Leotiales	f__Mniaeciaceae	g__Epithamnolia	NA
ASV_5391	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Resupinatus	NA
ASV_5392	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Acaulium	s__peruvianum
ASV_5393	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_5394	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Podosporaceae	g__Cladorrhinum	s__australe
ASV_5395	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_5396	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Rachicladosporium	NA
ASV_5397	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Monilinia	s__ssiori
ASV_5398	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Phlebia	s__queletii
ASV_5399	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__lignicola
ASV_5400	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_5401	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Phaeothecales	f__Phaeothecaceae	g__Phaeothecaceae_gen_Incertae_sedis	NA
ASV_5402	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_5403	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Hyperphyscia	s__adglutinata
ASV_5404	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	NA	NA
ASV_5405	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Phanerochaete	s__jose-ferreirae
ASV_5406	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Valsa	NA
ASV_5407	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5408	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Urocystidales	f__Urocystidaceae	g__Flamingomyces	s__ruppiae
ASV_5409	NA	NA	NA	NA	NA	NA	NA
ASV_5410	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Hyphodermella	s__rosae
ASV_5411	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5412	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5413	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__macerans
ASV_5414	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	s__fristingensis
ASV_5415	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	NA
ASV_5416	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_5417	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Hohenbuehelia	s__atrocoerulea
