"taxon","in_top3axes_CoCA","in_PCoA1_date","in_PCoA3_lure","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_13605",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Byssocorticiaceae","g__Leptosporomyces","s__fuscostratus"
"ASV_9708",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecideales","f__Lecideaceae","g__Lecidea","s__hypopta"
"ASV_5789",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_14792",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium","s__candicans"
"ASV_19706",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_13151",TRUE,FALSE,FALSE,"k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_16141",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Sclerococcales","f__Dactylosporaceae","g__Dactylospora",NA
"ASV_5298",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Claussenomyces","s__olivaceus"
"ASV_10208",TRUE,FALSE,FALSE,"k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_23012",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena",NA
"ASV_3614",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Hermatomycetaceae","g__Hermatomyces",NA
"ASV_8640",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_4052",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_3887",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ASV_8489",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_12070",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium",NA
"ASV_4573",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Atractiellales_fam_Incertae_sedis","g__Atractiellales_gen_Incertae_sedis",NA
"ASV_5406",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA
"ASV_8751",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cosmospora","s__viridescens"
"ASV_18015",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3948",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_18877",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Rhynchogastrema","s__visegradensis"
"ASV_19598",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_4787",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_5653",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ASV_21227",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"ASV_3859",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA
"ASV_8208",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV_18456",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulinaceae_gen_Incertae_sedis",NA
"ASV_12851",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_10164",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Claussenomyces","s__kirschsteinianus"
"ASV_11784",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ASV_19698",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Leprocaulales","f__Leprocaulaceae","g__Halecania","s__alpivaga"
"ASV_9085",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma",NA
"ASV_19292",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Jianyuniaceae","g__Jianyunia",NA
"ASV_4076",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae","g__Buellia","s__triseptata"
"ASV_18022",TRUE,FALSE,FALSE,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Entomortierella","s__parvispora"
"ASV_10161",TRUE,FALSE,FALSE,"k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"ASV_5969",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Vexillomyces","s__palatinus"
"ASV_12561",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__subcarabus"
"ASV_18188",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Barbatosphaeria","s__dryina"
"ASV_8643",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1196",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_7449",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"ASV_12780",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_13948",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis"
"ASV_18094",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"ASV_20030",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_13127",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ASV_12870",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__versiformis"
"ASV_4981",TRUE,FALSE,FALSE,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA
"ASV_13777",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae","g__Cadophora",NA
"ASV_9207",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ASV_14064",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_11991",TRUE,FALSE,FALSE,"k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_16803",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__cavaraeanum"
"ASV_11241",TRUE,FALSE,FALSE,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__luteus"
"ASV_6896",TRUE,FALSE,FALSE,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_9844",TRUE,FALSE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhiziopsis","s__microspora"
"ASV_3",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"ASV_26",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__cladosporioides"
"ASV_29",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"ASV_62",FALSE,TRUE,FALSE,"k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Fabales","f__Fabaceae","g__Ormosia",NA
"ASV_67",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA
"ASV_69",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella",NA
"ASV_72",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria",NA
"ASV_75",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_84",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_88",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA
"ASV_97",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Parmelia","s__sulcata"
"ASV_147",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__flavescens"
"ASV_150",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Nigrogranaceae","g__Nigrograna",NA
"ASV_153",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiaceae","g__Mytilinidion","s__insulare"
"ASV_162",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae"
"ASV_163",FALSE,TRUE,FALSE,"k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_166",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Fistulinaceae","g__Porodisculus","s__pendulus"
"ASV_169",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_188",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleomassariaceae","g__Tumularia","s__aquatica"
"ASV_191",FALSE,TRUE,FALSE,"k__Fungi","p__Olpidiomycota","c__GS18","o__GS18_ord_Incertae_sedis","f__GS18_ord_Incertae_sedis_fam_Incertae_sedis","g__GS18_ord_Incertae_sedis_gen_Incertae_sedis",NA
"ASV_192",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_195",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ASV_200",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara",NA
"ASV_212",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"ASV_217",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Lachnaceae","g__Proliferodiscus","s__earoleucus"
"ASV_222",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_223",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__jeanselmei"
"ASV_224",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_234",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__lamii"
"ASV_249",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_253",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Alatosessilispora",NA
"ASV_261",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Septorioideaceae","g__Septorioides","s__strobi"
"ASV_265",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__hampshirensis"
"ASV_279",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum"
"ASV_285",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae","g__Phaeomoniella",NA
"ASV_291",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA
"ASV_304",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__letifera"
"ASV_310",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_318",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA
"ASV_322",FALSE,TRUE,FALSE,"k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_336",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea"
"ASV_342",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Uzbekistanica","s__vitis-viniferae"
"ASV_344",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium",NA
"ASV_345",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis","s__piceina"
"ASV_347",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"ASV_373",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Hypogymnia","s__physodes"
"ASV_375",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"ASV_379",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"ASV_396",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA
"ASV_409",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma"
"ASV_414",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Lachancea","s__thermotolerans"
"ASV_444",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__cladosporioides"
"ASV_447",FALSE,TRUE,FALSE,"k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium",NA
"ASV_454",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA
"ASV_466",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Neocatenulostroma",NA
"ASV_477",FALSE,TRUE,FALSE,"k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Asterales","f__Asteraceae","g__Edmondia","s__fasciculata"
"ASV_490",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Venturiocistella",NA
"ASV_498",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__chlamydosporum"
"ASV_499",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Epibryaceae","g__Epibryon","s__interlamellare"
"ASV_508",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_513",FALSE,TRUE,FALSE,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales",NA,NA,NA
