"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","scheme","in_block","asv_genus","asv_species","asv_lab"
"species","Xyloterinus politus","Sporothrix rossii",69,22,16,9,13,7,40,0.310344827586207,0.244915553761359,0.0438313997742713,1.49274890060104,0.1665,0.9785,0.333,1,0.0300392908154369,0.122382295914743,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Xyloterinus politus","Sporothrix eucastaneae",69,22,10,7,15,3,44,0.28,0.273966008632466,0.0567451734524365,0.106334882782448,0.614,0.722,1,1,0.00921990745940801,0.0654909444391602,"co-occurring","within_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Xyloterinus politus","Ophiostoma pallidulum",69,22,7,6,16,1,46,0.260869565217391,0.209084977271244,0.0353100989353049,1.4665659261116,0.2425,1,0.485,1,0.00340843857634901,0.0462243833622236,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Xyloterinus politus","Leptographium gracile",69,22,13,7,15,6,41,0.25,0.188013434669958,0.0455572001691358,1.36063158183361,0.179,0.969,0.358,1,0.0960381105971932,0.274394601706266,"co-occurring","within_date",TRUE,NA,NA,"Leptographium gracile"
"species","Xyloterinus politus","Raffaelea arxii",69,22,9,6,16,3,44,0.24,0.273737404692123,0.0547429101807578,-0.616288110747567,0.858,0.448,0.896,1,0.0248752930219342,0.113971610707878,"avoiding","within_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Xyloterinus politus","Ophiostoma denticiliatum",69,22,5,5,17,0,47,0.227272727272727,0.205144074013292,0.0262953711109691,0.841541774255619,0.5855,1,1,1,0.00234319255581232,0.0396540278675931,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Xyloterinus politus","Ophiostoma denticulatum",69,22,6,4,18,2,45,0.166666666666667,0.148420085181944,0.0374107726409025,0.487736023521004,0.5575,0.8845,1,1,0.0769104139933816,0.241718443979199,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Xyloterinus politus","Ophiostoma undulatum",69,22,6,4,18,2,45,0.166666666666667,0.160046132319225,0.0373322007351424,0.177341121527004,0.682,0.8035,1,1,0.0769104139933816,0.241718443979199,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Xyloterinus politus","Ceratocystiopsis rollhanseniana",69,22,3,3,19,0,47,0.136363636363636,0.123165337609512,0.0218662743960089,0.603591563660848,0.733,1,1,1,0.0293926785509791,0.122007344928593,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Xyloterinus politus","Grosmannia cucullata",69,22,4,3,19,1,46,0.130434782608696,0.146048155830221,0.0327394025452588,-0.476898538387843,0.8895,0.595,1,1,0.0921861281826163,0.269223399425005,"avoiding","within_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Xyloterinus politus","Ceratocystiopsis manitobensis",69,22,14,4,18,10,37,0.125,0.116173383396891,0.0285315285939834,0.309363607141967,0.602,0.8175,1,1,1,1,"co-occurring","within_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Xyloterinus politus","Leptographium lundbergii",69,22,7,3,19,4,43,0.115384615384615,0.128721369231623,0.0289554546092016,-0.460595560560429,0.8815,0.5915,1,1,0.671572144931451,0.882819465095078,"avoiding","within_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Xyloterinus politus","Ophiostoma sparsiannulatum",69,22,3,2,20,1,46,0.0869565217391304,0.079434644858659,0.0168590707694892,0.446162008767661,0.834,1,1,1,0.236611062335382,0.464771729587358,"co-occurring","within_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Xyloterinus politus","Raffaelea subfusca",69,22,3,2,20,1,46,0.0869565217391304,0.0796158949039714,0.0166946263258223,0.439699978417901,0.838,1,1,1,0.236611062335382,0.464771729587358,"co-occurring","within_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Xyloterinus politus","Ceratocystiopsis synnemata",69,22,5,2,20,3,44,0.08,0.0948122723569157,0.0389045102853307,-0.380734065235126,0.8245,0.5845,1,1,0.650840818531775,0.867787758042367,"avoiding","within_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Xyloterinus politus","Grosmannia olivacea",69,22,5,2,20,3,44,0.08,0.0946842568441423,0.0392505461662743,-0.374115987633304,0.8205,0.58,1,1,0.650840818531775,0.867787758042367,"avoiding","within_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Xyloterinus politus","Ophiostoma karelicum",69,22,3,1,21,2,45,0.0416666666666667,0.0619639529909882,0.0257582661086028,-0.787991172959526,0.957,0.5125,1,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Xyloterinus politus","Raffaelea crossotarsi",69,22,3,1,21,2,45,0.0416666666666667,0.088504397126097,0.0333681483055689,-1.40366585614861,0.9855,0.217,0.434,1,1,1,"avoiding","within_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Xyloterinus politus","Ophiostoma adjuncti",69,22,7,1,21,6,41,0.0357142857142857,0.0489239328659052,0.0217730759723886,-0.606696415718717,0.9465,0.606,1,1,0.416976908444204,0.674521469542095,"avoiding","within_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"asv","Cyclorhipidion pelliculosum","ASV_5162",69,13,7,7,6,0,56,0.538461538461538,0.171000502216807,0.0765627462099665,4.79947565147418,5e-04,1,0.001,0.2145,1.59051290860277e-06,0.000341165018895294,"co-occurring","within_date",TRUE,"Sporothrix",NA,"ASV_5162  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_660",69,13,13,8,5,5,51,0.444444444444444,0.245666886415484,0.083124672350252,2.39131839451224,0.041,0.995,0.082,0.937026315789474,0.000134195691560037,0.00957698945898931,"co-occurring","within_date",TRUE,"Grosmannia","francke-grosmanniae","ASV_660  Grosmannia francke-grosmanniae"
"asv","Cyclorhipidion pelliculosum","ASV_3603",69,13,10,6,7,4,52,0.352941176470588,0.202289282013179,0.0824109509073918,1.82805674244315,0.0915,0.9845,0.183,1,0.00199939584396605,0.0476522676145242,"co-occurring","within_date",TRUE,"Sporothrix","eucastaneae","ASV_3603  Sporothrix eucastaneae"
"asv","Cyclorhipidion pelliculosum","ASV_5724",69,13,4,4,9,0,56,0.307692307692308,0.108450974571535,0.0667557330263928,2.98463254147775,0.013,1,0.026,0.65208,0.00082706671247344,0.0295676349709255,"co-occurring","within_date",TRUE,"Graphilbum",NA,"ASV_5724  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_7106",69,13,5,4,9,1,55,0.285714285714286,0.135623912473366,0.0615821882055594,2.43723676625331,0.0395,0.998,0.079,0.937026315789474,0.0036772658446896,0.057945566286216,"co-occurring","within_date",TRUE,"Ophiostoma","denticiliatum","ASV_7106  Ophiostoma denticiliatum"
"asv","Cyclorhipidion pelliculosum","ASV_1122",69,13,8,4,9,4,52,0.235294117647059,0.184019905979826,0.0816711144890372,0.627813297124967,0.389,0.863,0.778,1,0.0360018753686398,0.173537129585916,"co-occurring","within_date",TRUE,"Raffaelea","arxii","ASV_1122  Raffaelea arxii"
"asv","Cyclorhipidion pelliculosum","ASV_11554",69,13,3,3,10,0,56,0.230769230769231,0.0832243960808228,0.0612045987326319,2.41068216675919,0.0555,1,0.111,1,0.0054586403023247,0.0616251760446657,"co-occurring","within_date",TRUE,"Raffaelea","crossotarsi","ASV_11554  Raffaelea crossotarsi"
"asv","Cyclorhipidion pelliculosum","ASV_3556",69,13,9,4,9,5,51,0.222222222222222,0.150100445205157,0.0687358809233289,1.04925951407407,0.255,0.935,0.51,1,0.0574207601085919,0.232391566854584,"co-occurring","within_date",TRUE,"Sporothrix","rossii","ASV_3556  Sporothrix rossii"
"asv","Cyclorhipidion pelliculosum","ASV_22166",69,13,4,3,10,1,55,0.214285714285714,0.108107808482996,0.0661161607340883,1.60592969440185,0.152,0.9845,0.304,1,0.0193533610718784,0.124180790896075,"co-occurring","within_date",TRUE,"Grosmannia","cucullata","ASV_22166  Grosmannia cucullata"
"asv","Cyclorhipidion pelliculosum","ASV_1646",69,13,5,3,10,2,54,0.2,0.133664197968408,0.0716334159458068,0.926045493653089,0.3175,0.928,0.635,1,0.0428675039126618,0.197743647080988,"co-occurring","within_date",TRUE,"Raffaelea","arxii","ASV_1646  Raffaelea arxii"
"asv","Cyclorhipidion pelliculosum","ASV_15258",69,13,7,3,10,4,52,0.176470588235294,0.143250780385525,0.0660675509206178,0.502815790609272,0.485,0.859,0.97,1,0.117661373439707,0.34105898111915,"co-occurring","within_date",TRUE,"Ophiostoma","pallidulum","ASV_15258  Ophiostoma pallidulum"
"asv","Cyclorhipidion pelliculosum","ASV_9224",69,13,3,2,11,1,55,0.142857142857143,0.0584196860334923,0.0463573106316857,1.82144856276319,0.1535,1,0.307,1,0.0888269649196473,0.299991787930719,"co-occurring","within_date",TRUE,"Ophiostoma","sparsiannulatum","ASV_9224  Ophiostoma sparsiannulatum"
"asv","Cyclorhipidion pelliculosum","ASV_4337",69,13,4,2,11,2,54,0.133333333333333,0.0818248409919249,0.0591306720880793,0.871096006902863,0.3715,0.932,0.743,1,0.158300568767416,0.416631558289702,"co-occurring","within_date",TRUE,"Ophiostoma","undulatum","ASV_4337  Ophiostoma undulatum"
"asv","Cyclorhipidion pelliculosum","ASV_6117",69,13,13,3,10,10,46,0.130434782608696,0.149058312279958,0.0648273634566036,-0.287278838414109,0.7405,0.571,1,1,0.699504605302463,0.92051372906367,"avoiding","within_date",TRUE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Cyclorhipidion pelliculosum","ASV_7819",69,13,5,2,11,3,53,0.125,0.069091898890623,0.0530593041499599,1.05369080889877,0.314,0.9535,0.628,1,0.235255945337252,0.52054433713784,"co-occurring","within_date",TRUE,"Hawksworthiomyces",NA,"ASV_7819  Hawksworthiomyces sp."
"asv","Cyclorhipidion pelliculosum","ASV_15268",69,13,5,2,11,3,53,0.125,0.0936784568754973,0.0654085519769813,0.47886006000447,0.4735,0.8505,0.947,1,0.235255945337252,0.52054433713784,"co-occurring","within_date",TRUE,"Grosmannia","olivacea","ASV_15268  Grosmannia olivacea"
"asv","Cyclorhipidion pelliculosum","ASV_13249",69,13,6,2,11,4,52,0.117647058823529,0.120061647303578,0.0671842619644151,-0.0359397931814366,0.6775,0.703,1,1,0.314916784364622,0.619721561891848,"avoiding","within_date",TRUE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Cyclorhipidion pelliculosum","ASV_22950",69,13,6,2,11,4,52,0.117647058823529,0.0924742600058204,0.0569660876180318,0.441890954255053,0.513,0.8575,1,1,0.314916784364622,0.619721561891848,"co-occurring","within_date",TRUE,"Sporothrix",NA,"ASV_22950  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_7618",69,13,7,2,11,5,51,0.111111111111111,0.0906831554752282,0.0540790041008066,0.377742822293915,0.5445,0.8395,1,1,0.608776768332252,0.858916144196213,"co-occurring","within_date",TRUE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Cyclorhipidion pelliculosum","ASV_13560",69,13,7,2,11,5,51,0.111111111111111,0.0380365621407202,0.0373425733854331,1.95686966230604,0.1295,1,0.259,1,0.608776768332252,0.858916144196213,"co-occurring","within_date",TRUE,"Hawksworthiomyces",NA,"ASV_13560  Hawksworthiomyces sp."
"asv","Cyclorhipidion pelliculosum","ASV_21569",69,13,7,2,11,5,51,0.111111111111111,0.136065096285921,0.0734591647168112,-0.33969873290839,0.764,0.567,1,1,0.608776768332252,0.858916144196213,"avoiding","within_date",TRUE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_8274",69,13,12,2,11,10,46,0.0869565217391304,0.125993384255236,0.0596771998680841,-0.654133615558311,0.857,0.4215,0.843,1,1,1,"avoiding","within_date",TRUE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Cyclorhipidion pelliculosum","ASV_8974",69,13,3,1,12,2,54,0.0666666666666667,0.0536887491364726,0.0474882879986651,0.273286700303007,0.642,0.857,1,1,0.470931786082376,0.77703744703592,"co-occurring","within_date",TRUE,"Ophiostoma","karelicum","ASV_8974  Ophiostoma karelicum"
"asv","Cyclorhipidion pelliculosum","ASV_16537",69,13,3,1,12,2,54,0.0666666666666667,0.0568617642154405,0.0460572613443164,0.212885051456411,0.689,0.8565,1,1,0.470931786082376,0.77703744703592,"co-occurring","within_date",TRUE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_17726",69,13,3,1,12,2,54,0.0666666666666667,0.0870083393345008,0.0589039268688857,-0.345336444429464,0.8295,0.6405,1,1,0.470931786082376,0.77703744703592,"avoiding","within_date",TRUE,NA,NA,"ASV_17726  "
"asv","Cyclorhipidion pelliculosum","ASV_28495",69,13,3,1,12,2,54,0.0666666666666667,0.0590009290359459,0.0482337520571666,0.158928909814757,0.6885,0.828,1,1,0.470931786082376,0.77703744703592,"co-occurring","within_date",TRUE,"Raffaelea","subfusca","ASV_28495  Raffaelea subfusca"
"asv","Cyclorhipidion pelliculosum","ASV_7886",69,13,4,1,12,3,53,0.0625,0.0769634817408708,0.0566114606501318,-0.255486814414797,0.791,0.6715,1,1,0.575142191854029,0.85549951917986,"avoiding","within_date",TRUE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
"asv","Cyclorhipidion pelliculosum","ASV_11600",69,13,4,1,12,3,53,0.0625,0.109261269829054,0.0679802672797669,-0.687865342403135,0.8995,0.462,0.924,1,0.575142191854029,0.85549951917986,"avoiding","within_date",TRUE,"Ophiostoma","undulatum","ASV_11600  Ophiostoma undulatum"
"asv","Cyclorhipidion pelliculosum","ASV_27488",69,13,4,1,12,3,53,0.0625,0.0959308866887657,0.0667749348325724,-0.500650233094026,0.8415,0.55,1,1,0.575142191854029,0.85549951917986,"avoiding","within_date",TRUE,"Ceratocystiopsis","synnemata","ASV_27488  Ceratocystiopsis synnemata"
"asv","Cyclorhipidion pelliculosum","ASV_8131",69,13,6,1,12,5,51,0.0555555555555556,0.0684625400935773,0.0496984857264237,-0.259705790817673,0.795,0.669,1,1,1,1,"avoiding","within_date",TRUE,"Graphilbum",NA,"ASV_8131  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_6045",69,13,7,1,12,6,50,0.0526315789473684,0.0173244516995342,0.0247382854116687,1.42722612583249,0.3295,1,0.659,1,1,1,"co-occurring","within_date",TRUE,"Sporothrix",NA,"ASV_6045  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_8895",69,13,13,1,12,12,44,0.04,0.0663126820327167,0.0426905688323653,-0.616358196960077,0.8705,0.486,0.972,1,0.436026759227085,0.739349722167666,"avoiding","within_date",TRUE,"Ceratocystiopsis","manitobensis","ASV_8895  Ceratocystiopsis manitobensis"
"asv","Cyclorhipidion pelliculosum","ASV_4044",69,13,6,0,13,6,50,0,0.0197876716135849,0.0266104749593689,-0.743604600962529,1,0.644,1,1,0.585763637057678,0.85549951917986,"avoiding","within_date",TRUE,"Graphilbum",NA,"ASV_4044  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_6746",69,13,4,0,13,4,52,0,0.101430614574687,0.0689629229214713,-1.47079923932729,1,0.1505,0.301,1,1,1,"avoiding","within_date",TRUE,"Graphilbum",NA,"ASV_6746  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_6959",69,13,7,0,13,7,49,0,0.0417606464050747,0.0384951000765105,-1.08483018155749,1,0.3825,0.765,1,0.332619193037371,0.631596840638643,"avoiding","within_date",TRUE,"Ophiostoma","adjuncti","ASV_6959  Ophiostoma adjuncti"
"asv","Cyclorhipidion pelliculosum","ASV_9363",69,13,5,0,13,5,51,0,0.0725605449783727,0.0528914436965073,-1.37187680855768,1,0.2085,0.417,1,0.575142191854029,0.85549951917986,"avoiding","within_date",TRUE,"Sporothrix",NA,"ASV_9363  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_15738",69,13,7,0,13,7,49,0,0.0694910578784417,0.0443432535717616,-1.56711680540046,1,0.1535,0.307,1,0.332619193037371,0.631596840638643,"avoiding","within_date",TRUE,"Graphilbum",NA,"ASV_15738  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_23023",69,13,4,0,13,4,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_date",TRUE,"Sporothrix",NA,"ASV_23023  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_25723",69,13,4,0,13,4,52,0,0.0789460206293626,0.0574045587459174,-1.37525698923654,1,0.202,0.404,1,1,1,"avoiding","within_date",TRUE,"Ceratocystiopsis","manitobensis","ASV_25723  Ceratocystiopsis manitobensis"
"asv","Dendroctonus valens","ASV_6117",69,14,13,8,6,5,50,0.421052631578947,0.14318694495166,0.0692222569554194,4.01410902863567,0.002,1,0.004,0.3432,0.000288644276971136,0.0137587105356241,"co-occurring","within_date",TRUE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Dendroctonus valens","ASV_15258",69,14,7,6,8,1,54,0.4,0.138726019356429,0.0634055841904172,4.12067776016262,0.0025,1,0.005,0.3575,0.000156267893270222,0.00957698945898931,"co-occurring","within_date",TRUE,"Ophiostoma","pallidulum","ASV_15258  Ophiostoma pallidulum"
"asv","Dendroctonus valens","ASV_8274",69,14,12,7,7,5,50,0.368421052631579,0.129926856864263,0.063585989634151,3.75073498328042,0.004,0.9995,0.008,0.429,0.00147671031859497,0.042233915111816,"co-occurring","within_date",TRUE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Dendroctonus valens","ASV_13249",69,14,6,5,9,1,54,0.333333333333333,0.110116781325453,0.0663925543997031,3.36207205802099,0.0145,0.9995,0.029,0.65208,0.000943571783028591,0.0311378688399435,"co-occurring","within_date",TRUE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Dendroctonus valens","ASV_1646",69,14,5,4,10,1,54,0.266666666666667,0.116353222129273,0.062427072410224,2.40782466218576,0.0465,0.998,0.093,0.960142857142857,0.00507691720426003,0.0588647967737176,"co-occurring","within_date",TRUE,"Raffaelea","arxii","ASV_1646  Raffaelea arxii"
"asv","Dendroctonus valens","ASV_15268",69,14,5,4,10,1,54,0.266666666666667,0.0793628023161914,0.0605372530740257,3.09402648517001,0.0155,1,0.031,0.65208,0.00507691720426003,0.0588647967737176,"co-occurring","within_date",TRUE,"Grosmannia","olivacea","ASV_15268  Grosmannia olivacea"
"asv","Dendroctonus valens","ASV_3603",69,14,10,5,9,5,50,0.263157894736842,0.167286030435755,0.0693729658877277,1.38197730303538,0.1635,0.9615,0.327,1,0.0237720746622119,0.143788101744797,"co-occurring","within_date",TRUE,"Sporothrix","eucastaneae","ASV_3603  Sporothrix eucastaneae"
"asv","Dendroctonus valens","ASV_7618",69,14,7,4,10,3,52,0.235294117647059,0.0964495341065802,0.0597221115030496,2.32484384838585,0.051,0.9925,0.102,0.9945,0.0272526434324541,0.150550121710942,"co-occurring","within_date",TRUE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Dendroctonus valens","ASV_21569",69,14,7,4,10,3,52,0.235294117647059,0.111080017562963,0.0635641288416107,1.95415405430338,0.087,0.988,0.174,1,0.0272526434324541,0.150550121710942,"co-occurring","within_date",TRUE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Dendroctonus valens","ASV_660",69,14,13,5,9,8,47,0.227272727272727,0.205232350451246,0.0710196481841975,0.310341960077253,0.487,0.771,0.974,1,0.119241968133597,0.343320834424921,"co-occurring","within_date",TRUE,"Grosmannia","francke-grosmanniae","ASV_660  Grosmannia francke-grosmanniae"
"asv","Dendroctonus valens","ASV_1122",69,14,8,4,10,4,51,0.222222222222222,0.153438865607063,0.0699890645586671,0.9827729095808,0.2715,0.9255,0.543,1,0.0476675179502209,0.208666991843314,"co-occurring","within_date",TRUE,"Raffaelea","arxii","ASV_1122  Raffaelea arxii"
"asv","Dendroctonus valens","ASV_16537",69,14,3,3,11,0,55,0.214285714285714,0.0607095214273809,0.0482464350803777,3.18316146265477,0.0145,1,0.029,0.65208,0.00694736038477689,0.0693120373271927,"co-occurring","within_date",TRUE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Dendroctonus valens","ASV_17726",69,14,3,3,11,0,55,0.214285714285714,0.0833535815526813,0.0531291319757218,2.46441317341425,0.0445,1,0.089,0.954525,0.00694736038477689,0.0693120373271927,"co-occurring","within_date",TRUE,NA,NA,"ASV_17726  "
"asv","Dendroctonus valens","ASV_3556",69,14,9,4,10,5,50,0.210526315789474,0.148292311947012,0.0703291496668676,0.884896293176439,0.2985,0.9085,0.597,1,0.0749765959936596,0.277284135183448,"co-occurring","within_date",TRUE,"Sporothrix","rossii","ASV_3556  Sporothrix rossii"
"asv","Dendroctonus valens","ASV_7886",69,14,4,3,11,1,54,0.2,0.0807652775967826,0.0599592906128268,1.98859461452184,0.0905,0.9915,0.181,1,0.0243157613467191,0.144881411357535,"co-occurring","within_date",TRUE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
