"taxon","t_stat","p_perm","q_value","lure_F_stat","lure_r2","lure_q_value"
"ASV_531",-1.26184021971523,0.22,0.65,0.992904065963622,0.0309673785666095,0.984846328049175
"ASV_435",-1.25560273337156,0.238,0.652054794520548,1.98784895385854,0.0595993897286867,0.984846328049175
"ASV_349",-1.26519590814088,0.243,0.656756756756757,1.41892125472868,0.0437689215183719,0.984846328049175
"ASV_15",1.25866390306615,0.264,0.665,2.29786232727118,0.0701641259977779,0.984846328049175
"ASV_73",-1.30431134853589,0.265,0.665,3.15276587081602,0.0913099094295986,0.984846328049175
"ASV_85",-1.18518105155752,0.261,0.665,1.97428541979996,0.0576992920407403,0.984846328049175
"ASV_113",-1.0341480505083,0.25,0.665,1.96353282712132,0.0595913310807301,0.984846328049175
"ASV_281",-0.997938595795266,0.26,0.665,2.40676205594674,0.0705284777401211,0.984846328049175
"ASV_298",1.38125090178403,0.266,0.665,1.43850845691096,0.0450800805411934,0.984846328049175
"ASV_238",-1.04568669273996,0.273,0.674074074074074,0.767113204412805,0.0239432751603056,0.984846328049175
"ASV_68",-0.976184021663085,0.293,0.697619047619048,0.462849447082469,0.0148586733060828,0.984846328049175
"ASV_71",1.14494547299024,0.293,0.697619047619048,0.333316689822904,0.0101228284870406,0.984846328049175
"ASV_262",0.986680333414519,0.289,0.697619047619048,1.59166301083861,0.048378437614138,0.984846328049175
"ASV_229",0.976466055856445,0.302,0.710588235294118,1.61200869577461,0.0494272076215603,0.984846328049175
"ASV_125",-0.972495279276958,0.324,0.738636363636364,0.626284584048283,0.019392513588989,0.984846328049175
"ASV_398",0.896684477157907,0.325,0.738636363636364,2.34589277521335,0.0702207539292906,0.984846328049175
"ASV_511",-0.871942378906435,0.32,0.738636363636364,4.11199705480136,0.115252818873305,0.984846328049175
"ASV_35",1.00209095950281,0.333,0.741304347826087,1.68010327013327,0.0509057358511067,0.984846328049175
"ASV_294",-0.876630160322724,0.341,0.741304347826087,1.61947113316825,0.0495483718141359,0.984846328049175
"ASV_471",-1.31247280168257,0.336,0.741304347826087,2.57356341649806,0.0768618250882504,0.984846328049175
"ASV_485",-0.885569498743992,0.34,0.741304347826087,1.94002029565184,0.0589890852166284,0.984846328049175
"ASV_21",0.933876116690621,0.348,0.748387096774193,1.67165038704596,0.0516039310001197,0.984846328049175
"ASV_19",-1.24708689230892,0.36,0.75625,5.5747492368949,0.152857453721342,0.984846328049175
"ASV_306",0.917592387170405,0.359,0.75625,6.15346675970161,0.166832321786379,0.984846328049175
"ASV_408",-0.937608901149624,0.363,0.75625,0.731008977116108,0.0229202451435843,0.984846328049175
"ASV_77",0.954598354807263,0.388,0.761904761904762,0.78645871637099,0.0246722482697603,0.984846328049175
"ASV_82",-0.875610574579846,0.381,0.761904761904762,0.529310681988107,0.0170829422881702,0.984846328049175
"ASV_92",-0.915010198191523,0.393,0.761904761904762,1.55074219483373,0.0475460730146874,0.984846328049175
"ASV_149",0.777150332217279,0.398,0.761904761904762,1.64710062953457,0.051314530212423,0.984846328049175
"ASV_203",0.756544057782183,0.4,0.761904761904762,17.3420589091844,0.359290934914366,0.984846328049175
"ASV_247",-0.922594649158158,0.397,0.761904761904762,2.01552946515768,0.0615027404588951,0.984846328049175
"ASV_333",0.720809087535972,0.376,0.761904761904762,1.16202037771931,0.0352788445721938,0.984846328049175
"ASV_530",0.891337163493753,0.385,0.761904761904762,2.24559032099062,0.0660491613197364,0.984846328049175
"ASV_538",0.810288847271855,0.379,0.761904761904762,3.82446821862747,0.109551462413947,0.984846328049175
"ASV_11",0.957578616842433,0.456,0.780952380952381,0.641170635757638,0.0197239173262245,0.984846328049175
"ASV_42",0.88745598639163,0.456,0.780952380952381,0.567949892670318,0.0184232099780126,0.984846328049175
"ASV_76",0.938779228810007,0.473,0.780952380952381,0.593973658841709,0.0193281303616603,0.984846328049175
"ASV_102",0.836215044283831,0.481,0.780952380952381,2.47109473838953,0.0745306613933709,0.984846328049175
"ASV_133",0.731510133306341,0.489,0.780952380952381,0.521471613833746,0.0159026937038674,0.984846328049175
"ASV_136",0.859124623615215,0.48,0.780952380952381,0.816079656884021,0.0253241022125932,0.984846328049175
"ASV_144",-0.714709644694033,0.419,0.780952380952381,1.96584362007176,0.0597296422509428,0.984846328049175
"ASV_161",0.767328760430772,0.432,0.780952380952381,5.91392114267875,0.161128253935275,0.984846328049175
"ASV_176",-0.66305234456496,0.491,0.780952380952381,2.71116692881029,0.0775867118797298,0.984846328049175
"ASV_189",0.785779937510239,0.441,0.780952380952381,0.513886187360667,0.0153828524493353,0.984846328049175
"ASV_209",-0.78625097669421,0.492,0.780952380952381,1.7065505721108,0.0518327680769112,0.984846328049175
"ASV_210",-0.91320005446616,0.477,0.780952380952381,4.31976222644328,0.123215010253689,0.984846328049175
"ASV_260",-0.922510768446355,0.42,0.780952380952381,3.86421052106106,0.111407061938708,0.984846328049175
"ASV_276",0.800270998187336,0.446,0.780952380952381,3.36891331997246,0.0973306688046015,0.984846328049175
"ASV_309",0.984907515778963,0.425,0.780952380952381,2.12655293052015,0.0630153099602795,0.984846328049175
"ASV_330",-0.938173740916675,0.437,0.780952380952381,1.87812345486977,0.0575820373205062,0.984846328049175
"ASV_358",-0.573093894571679,0.49,0.780952380952381,1.33834018430368,0.0414346892455984,0.984846328049175
"ASV_406",-0.81461888443423,0.43,0.780952380952381,1.60371762390218,0.046972648191756,0.984846328049175
