"taxon","t_stat","p_perm","q_value","lure_F_stat","lure_r2","lure_q_value"
"ASV_397",-1.36394631759052,0.157,0.791836734693878,2.49063028439544,0.0722443380458971,0.984846328049175
"ASV_417",1.71815870973412,0.131,0.791836734693878,2.27806426608333,0.0684343268706733,0.984846328049175
"ASV_419",-1.62544053027575,0.122,0.791836734693878,0.778198826427006,0.0251536800684271,0.984846328049175
"ASV_459",-1.44209345234011,0.133,0.791836734693878,1.17324682640174,0.0370947423845627,0.984846328049175
"ASV_504",-1.59468019628276,0.109,0.791836734693878,0.92843701700668,0.0291165841360439,0.984846328049175
"ASV_516",-1.09422970728651,0.194,0.791836734693878,3.97772457883569,0.11244075963154,0.984846328049175
"ASV_523",1.44861120437487,0.187,0.791836734693878,1.26577564664964,0.0401443493669029,0.984846328049175
"ASV_215",-1.15757911717041,0.213,0.807407407407407,0.465889999496075,0.01456776385695,0.984846328049175
"ASV_260",-1.42089363462948,0.203,0.807407407407407,3.86421052106106,0.111407061938708,0.984846328049175
"ASV_286",-1.27751587123242,0.215,0.807407407407407,1.8249434303276,0.0572939163018491,0.984846328049175
"ASV_446",-1.28152652332724,0.218,0.807407407407407,1.86777199752293,0.057722780001782,0.984846328049175
"ASV_505",1.31160084538891,0.211,0.807407407407407,1.41157702645802,0.0444482816523587,0.984846328049175
"ASV_15",1.33359921708106,0.259,0.809375,2.29786232727118,0.0701641259977779,0.984846328049175
"ASV_80",-1.37276396104173,0.238,0.809375,2.00829469752046,0.0615555136972811,0.984846328049175
"ASV_113",-1.00892388250963,0.247,0.809375,1.96353282712132,0.0595913310807301,0.984846328049175
"ASV_143",1.45799697217909,0.224,0.809375,1.00012577203884,0.0309180772836685,0.984846328049175
"ASV_149",1.0158811375446,0.246,0.809375,1.64710062953457,0.051314530212423,0.984846328049175
"ASV_362",1.21628321145866,0.246,0.809375,1.33280959590538,0.0403894468542369,0.984846328049175
"ASV_366",1.08745771537729,0.256,0.809375,1.25140981841458,0.0382752890663865,0.984846328049175
