"taxon","t_stat","p_perm","q_value"
"ASV_4109",7.59436617944522,0.001,0.001
"ASV_409",-8.11880513394971,0.001,0.001
"ASV_26",7.61860807729758,0.001,0.001
"ASV_551",-7.30441483817745,0.001,0.001
"ASV_102",8.6819145474695,0.001,0.001
"ASV_2873",-7.46206743594103,0.001,0.001
"ASV_3241",-7.53938851559529,0.001,0.001
"ASV_3",7.37925053325075,0.001,0.001
"ASV_969",-7.50710994461706,0.001,0.001
"ASV_1497",-7.25333950974154,0.001,0.001
"ASV_587",-7.76150555420273,0.001,0.001
"ASV_217",-7.30343519423075,0.001,0.001
"ASV_302",-7.27769611473142,0.001,0.001
"ASV_5714",7.32618585061982,0.001,0.001
"ASV_2690",-7.09382900751267,0.001,0.001
"ASV_2702",-7.41648833722783,0.001,0.001
"ASV_3211",7.85871336880006,0.001,0.001
"ASV_1706",6.96765413853441,0.001,0.001
"ASV_345",-7.87092611934364,0.001,0.001
"ASV_834",-7.24685683546786,0.001,0.001
"ASV_1957",6.80260967698222,0.001,0.001
"ASV_103",7.59840798759256,0.001,0.001
"ASV_975",-7.41759646063112,0.001,0.001
"ASV_236",-6.89683551017727,0.001,0.001
"ASV_4292",7.40623251792792,0.001,0.001
"ASV_755",-6.65038920020041,0.001,0.001
"ASV_2376",7.00511217459454,0.001,0.001
"ASV_222",-6.78332531529039,0.001,0.001
"ASV_1282",-6.63666871625038,0.001,0.001
"ASV_3701",7.28507682114798,0.001,0.001
"ASV_4243",7.50219449057402,0.001,0.001
"ASV_930",7.1460093163965,0.001,0.001
"ASV_176",-6.90832728891532,0.001,0.001
"ASV_98",8.68079870509026,0.001,0.001
"ASV_879",-6.79046051353089,0.001,0.001
"ASV_1567",-6.76244174745383,0.001,0.001
"ASV_2078",7.26547503371186,0.001,0.001
"ASV_406",-6.68976990847904,0.001,0.001
"ASV_85",-6.77566432643999,0.001,0.001
"ASV_1331",-6.89519441127619,0.001,0.001
"ASV_562",-8.79378819819614,0.001,0.001
"ASV_804",-6.78190439081376,0.001,0.001
"ASV_1464",-7.25949701833838,0.001,0.001
"ASV_10005",6.51521328267966,0.001,0.001
"ASV_1143",7.76575953990747,0.001,0.001
"ASV_1130",7.04346254624762,0.001,0.001
"ASV_343",8.20733541643342,0.001,0.001
"ASV_7126",7.15529192663223,0.001,0.001
"ASV_913",-6.74893711469317,0.001,0.001
"ASV_414",6.72468308177946,0.001,0.001
"ASV_4878",-6.53537669955827,0.001,0.001
"ASV_698",-6.88201173436535,0.001,0.001
"ASV_2974",6.8803310544888,0.001,0.001
"ASV_1098",6.4927404813291,0.001,0.001
"ASV_558",-6.69416148392976,0.001,0.001
"ASV_8768",6.39707138287304,0.001,0.001
"ASV_3447",6.99085126686352,0.001,0.001
"ASV_6199",6.49920126554375,0.001,0.001
"ASV_984",-6.77871185831808,0.001,0.001
"ASV_429",6.54275767666987,0.001,0.001
"ASV_1221",-6.52440072142376,0.001,0.001
"ASV_191",6.54543547754688,0.001,0.001
"ASV_318",-6.40626339453544,0.001,0.001
"ASV_601",6.29491346121471,0.001,0.001
"ASV_4506",6.65416089214087,0.001,0.001
"ASV_6162",6.24205401281674,0.001,0.001
"ASV_3205",6.17210272096091,0.001,0.001
"ASV_189",6.32206882736919,0.001,0.001
"ASV_1671",-6.19805292505457,0.001,0.001
"ASV_147",6.28663136464284,0.001,0.001
"ASV_6336",6.32198770276251,0.001,0.001
"ASV_952",7.03727589260637,0.001,0.001
"ASV_589",-6.52133183597699,0.001,0.001
"ASV_1137",6.78744792937917,0.001,0.001
"ASV_298",7.15925316758846,0.001,0.001
"ASV_1487",-6.27272635436277,0.001,0.001
"ASV_381",7.53447746583751,0.001,0.001
"ASV_1794",6.87865268775074,0.001,0.001
"ASV_2348",6.85313259502324,0.001,0.001
"ASV_3531",6.03275692175691,0.001,0.001
"ASV_211",7.14933569153126,0.001,0.001
"ASV_680",-6.39482774104084,0.001,0.001
"ASV_8887",6.68074924282383,0.001,0.001
"ASV_4271",5.92435287099369,0.001,0.001
"ASV_525",-6.07480408095073,0.001,0.001
"ASV_138",-7.0895357719889,0.001,0.001
"ASV_657",-8.09922853871327,0.001,0.001
"ASV_75",6.33094024251439,0.001,0.001
"ASV_4722",5.92705735322626,0.001,0.001
"ASV_499",-6.08402759823583,0.001,0.001
"ASV_1905",-6.78739625480058,0.001,0.001
"ASV_67",5.84681606895828,0.001,0.001
"ASV_5158",6.01133444623758,0.001,0.001
"ASV_1160",-6.06680122322097,0.001,0.001
"ASV_2550",-5.92778295051564,0.001,0.001
"ASV_514",-6.39932669305254,0.001,0.001
"ASV_344",6.38589423435708,0.001,0.001
"ASV_1638",-6.14660725718493,0.001,0.001
"ASV_1695",-5.98316731198427,0.001,0.001
"ASV_72",-6.79135057039337,0.001,0.001
"ASV_195",-6.11358347356962,0.001,0.001
"ASV_4728",6.09648363064536,0.001,0.001
"ASV_6249",5.98315290974995,0.001,0.001
"ASV_2637",-5.84335996103718,0.001,0.001
"ASV_2343",5.99302563946172,0.001,0.001
"ASV_1475",-6.42938962159347,0.001,0.001
"ASV_6455",6.16590783074455,0.001,0.001
"ASV_127",6.71480685536963,0.001,0.001
"ASV_3582",-5.63493801498115,0.001,0.001
"ASV_8357",5.74654044865987,0.001,0.001
"ASV_875",5.82125693072236,0.001,0.001
"ASV_2439",6.38982739966765,0.001,0.001
"ASV_654",-6.33810263323925,0.001,0.001
"ASV_13363",5.65744692087551,0.001,0.001
"ASV_97",-5.6185804846244,0.001,0.001
"ASV_2229",6.05674616965712,0.001,0.001
"ASV_1830",-5.67067280958377,0.001,0.001
"ASV_390",6.29785506354897,0.001,0.001
"ASV_1011",6.07112769977492,0.001,0.001
"ASV_550",-5.97287642402179,0.001,0.001
"ASV_2969",-5.7170109464859,0.001,0.001
"ASV_6687",6.47382209128806,0.001,0.001
"ASV_8965",5.77178042385613,0.001,0.001
"ASV_201",5.77820092315284,0.001,0.001
"ASV_707",6.2274396292458,0.001,0.001
"ASV_375",5.8655926183997,0.001,0.001
"ASV_8248",5.59683791556362,0.001,0.001
"ASV_915",-6.07004580757935,0.001,0.001
"ASV_616",-5.92762494221975,0.001,0.001
"ASV_13839",5.61658788302926,0.001,0.001
"ASV_655",-5.92649668535718,0.001,0.001
"ASV_856",-6.30264761456437,0.001,0.001
"ASV_2839",6.08619248371765,0.001,0.001
"ASV_4595",5.72855429804426,0.001,0.001
"ASV_1227",5.50991620369228,0.001,0.001
"ASV_2593",-5.68911650390724,0.001,0.001
"ASV_1042",5.63310766862193,0.001,0.001
"ASV_84",6.1490735775716,0.001,0.001
