"taxon","t_stat","p_perm","beta_std","q_value","coca_strength"
"ASV_15380",-2.52422311278137,0.015,-0.297343211475684,0.0727272727272727,1.71086430494429
"ASV_2377",-1.99549126323971,0.018,-0.207033679173021,0.0727272727272727,1.70825658267545
"ASV_16366",2.51726867143389,0.019,0.295366198680743,0.0727272727272727,1.69818109058601
"ASV_3379",-2.56388209981404,0.022,-0.293619883616418,0.0771929824561403,1.77361192635267
"ASV_6743",-2.85307122168838,0.022,-0.293344821201719,0.0771929824561403,1.70389696510522
"ASV_518",-2.57018306841347,0.023,-0.297507167720177,0.0793103448275862,2.58971829160834
"ASV_2213",-3.18378428294693,0.025,-0.359117802099762,0.0793650793650794,2.26358333164364
"ASV_17560",2.41668143376853,0.025,0.265825143398916,0.0793650793650794,2.01606487049857
"ASV_5254",-2.45442772612531,0.025,-0.279653245175864,0.0793650793650794,1.91118689352474
"ASV_7679",-2.20203801996742,0.025,-0.246092163320982,0.0793650793650794,1.90161362271416
"ASV_3926",-2.1868963396826,0.024,-0.266922508747065,0.0793650793650794,1.79546502246837
"ASV_3425",-2.56103010976246,0.027,-0.288138203166881,0.084375,1.76161895049664
"ASV_10251",-2.61810732052624,0.028,-0.30688096431261,0.0848484848484849,2.27016010743188
"ASV_3677",-2.73418411950925,0.028,-0.303417133768583,0.0848484848484849,2.13361356482008
"ASV_5364",-2.36761077696272,0.029,-0.288840538145208,0.0865671641791045,1.74177827115335
"ASV_19483",-2.92427776086888,0.03,-0.313352836020961,0.0869565217391304,2.32543608381221
"ASV_1048",2.27261745745232,0.03,0.259059937706488,0.0869565217391304,1.71255319813089
"ASV_5599",-2.52392683002229,0.033,-0.295181396483644,0.0891891891891892,2.25579316839214
"ASV_13239",2.42613446640012,0.033,0.280208724700055,0.0891891891891892,1.85453191134195
"ASV_3163",2.31963003638135,0.032,0.275260455999201,0.0891891891891892,1.74363768668316
"ASV_2226",-1.86486466705641,0.033,-0.220744742572239,0.0891891891891892,1.71591166591745
"ASV_7139",-2.41634106505057,0.033,-0.262819894066291,0.0891891891891892,1.70555222981936
"ASV_15374",-2.57398012248676,0.036,-0.294593302619533,0.096,1.96622152734076
"ASV_2358",-2.66388757899197,0.037,-0.30533137220803,0.0961038961038961,2.46654337126542
"ASV_3958",-2.64797682794215,0.037,-0.313582769853525,0.0961038961038961,2.34439513388642
"ASV_13213",-2.16608992616565,0.039,-0.25871745932868,0.1,1.85986948049516
"ASV_9635",2.19097637719628,0.04,0.262115465382833,0.10126582278481,1.75492139774223
"ASV_8783",-2.55059101118853,0.043,-0.304512777681173,0.106172839506173,2.31170015573827
"ASV_7977",-2.2676255367642,0.043,-0.272438783806998,0.106172839506173,1.89801686665294
"ASV_11229",-2.77448639632656,0.045,-0.32328847448451,0.107142857142857,2.58823187418615
"ASV_5528",-2.70499889278808,0.044,-0.309063380803858,0.107142857142857,2.20452727066185
"ASV_3859",-2.47375690227015,0.045,-0.282495003895889,0.107142857142857,1.96222182399683
"ASV_4083",-2.16749795179223,0.046,-0.240593114643965,0.108045977011494,2.80934831415132
"ASV_18008",2.14756854469739,0.047,0.258668140221749,0.108045977011494,2.09527293967024
"ASV_13755",-2.77377572523529,0.047,-0.330206339844006,0.108045977011494,1.77749271873421
"ASV_9583",-2.33343845495789,0.051,-0.248097021422316,0.113333333333333,2.00431128639208
"ASV_3614",2.15907141766928,0.05,0.257914375028503,0.113333333333333,1.83016546554323
"ASV_5000",-2.1248070121325,0.051,-0.246556358062704,0.113333333333333,1.69890360628862
"ASV_2691",-2.33308803784088,0.052,-0.246945330995912,0.114285714285714,2.57131766635264
"ASV_2007",-2.18839742447309,0.055,-0.24601314709063,0.118279569892473,2.9211194380023
"ASV_13108",-2.1246566590358,0.055,-0.254285182536581,0.118279569892473,2.10189804352155
"ASV_3369",-1.85746899992948,0.056,-0.216284448409318,0.119148936170213,1.86272025765982
"ASV_5103",-2.01265887567716,0.058,-0.234285196289024,0.122105263157895,1.7128192369494
"ASV_11239",-1.91124080681511,0.059,-0.221485346135187,0.122916666666667,1.81412354572859
"ASV_3313",-2.41611667816283,0.067,-0.270314827410013,0.126415094339623,2.63993118396818
"ASV_4833",-1.77741052836937,0.064,-0.206200136539984,0.126415094339623,2.5525116405096
"ASV_10510",-2.33581815012995,0.064,-0.260579690219967,0.126415094339623,2.09486762726319
"ASV_13706",-2.13965520775247,0.063,-0.249184431537305,0.126415094339623,1.9983574538298
"ASV_20375",1.87254643762763,0.066,0.227025000849714,0.126415094339623,1.99124651731858
"ASV_12851",-1.8226360980861,0.067,-0.200281874686533,0.126415094339623,1.91279486547407
"ASV_4353",-1.86081001932295,0.067,-0.223107852393328,0.126415094339623,1.87676704252636
"ASV_5298",-2.17743944837595,0.064,-0.23830838500781,0.126415094339623,1.87509902344563
"ASV_4605",-2.29236624476786,0.066,-0.248315958933413,0.126415094339623,1.79034859000314
"ASV_8524",-1.45842461597704,0.067,-0.178066619301596,0.126415094339623,1.75403477665143
"ASV_19069",-2.023211763485,0.071,-0.232317720064914,0.132710280373832,1.91026061075112
"ASV_8197",-2.34328168381954,0.072,-0.275776121984468,0.133333333333333,1.74722399335942
"ASV_3717",-2.37238314846236,0.073,-0.261726171844453,0.13394495412844,2.11527825777884
"ASV_19698",-2.11674112820617,0.076,-0.251210801723577,0.138181818181818,1.78753490794037
"ASV_1381",-2.13619853156382,0.08,-0.234950299937144,0.144144144144144,2.57259083987704
"ASV_11115",-1.98288583557236,0.088,-0.237745970567522,0.157142857142857,1.71719309044201
"ASV_7978",-2.20349212980883,0.093,-0.263352336412348,0.164601769911504,2.34535146465341
"ASV_3455",-1.76213453025241,0.094,-0.210685173231381,0.164912280701754,2.27598657353425
"ASV_14834",1.84487860732896,0.098,0.212429262762634,0.170434782608696,1.95428157655277
"ASV_18169",-1.57847353096097,0.105,-0.194387814053922,0.181034482758621,2.14730438982413
"ASV_24897",1.74829443563049,0.106,0.207165852267865,0.181196581196581,1.93065719315965
"ASV_11336",-1.90213713451484,0.108,-0.232321042574611,0.183050847457627,2.47874720482008
"ASV_12070",-1.58958952915485,0.112,-0.168232180927243,0.188235294117647,1.82231592900491
"ASV_319",-2.31946093168946,0.117,-0.267666343671103,0.195,2.53743066103388
"ASV_3213",-1.88503985707938,0.119,-0.234133926122044,0.196694214876033,2.09832398573878
"ASV_7880",-1.79050860350542,0.133,-0.216732598803643,0.214516129032258,2.72922282485689
"ASV_9392",-1.61338220934065,0.133,-0.200330205750956,0.214516129032258,1.86487386588397
"ASV_3948",-1.81956563751816,0.133,-0.211274713608469,0.214516129032258,1.78494814852928
"ASV_14792",-1.85753933195648,0.148,-0.221883877803168,0.234375,2.16296532216865
"ASV_24648",-1.53353038750381,0.149,-0.188168710098649,0.234375,2.12791013412997
"ASV_5969",-1.67135311700779,0.15,-0.174859475012832,0.234375,2.11505647526081
"ASV_13948",1.59528644883173,0.149,0.195645990739484,0.234375,1.75983057642564
"ASV_886",-2.0231264403069,0.155,-0.246755844901064,0.238461538461538,2.91370900915799
"ASV_4573",-1.92584419010177,0.155,-0.240170128365015,0.238461538461538,2.24732998453195
"ASV_12368",-1.52978379862134,0.157,-0.190875064559746,0.23969465648855,1.86529645347854
"ASV_9439",-1.47638930940816,0.163,-0.180257040221732,0.246969696969697,1.7027548184605
"ASV_23943",-1.86835551915149,0.165,-0.227763796947932,0.24812030075188,1.71847547878282
"ASV_8489",-1.69984831225153,0.17,-0.210175593261161,0.253731343283582,2.53465941577058
"ASV_10295",-1.32051132833571,0.173,-0.163178395962831,0.256296296296296,3.04062530583364
"ASV_9708",-1.50870487043535,0.179,-0.173590808107472,0.263235294117647,1.74967332358718
"ASV_15148",-1.59211480428978,0.182,-0.193016699174863,0.263768115942029,2.26466896436914
"ASV_8751",-1.61737930535639,0.182,-0.196822408652053,0.263768115942029,2.06182371420088
"ASV_154",-1.57958002540519,0.185,-0.189776592531238,0.266187050359712,1.73366943312983
"ASV_5406",-1.30406996844555,0.188,-0.148703865731626,0.268571428571429,1.85486273107477
"ASV_2285",-1.27684913075632,0.192,-0.155549346180356,0.272340425531915,3.36191320357636
"ASV_9132",-1.47051916069053,0.196,-0.182074794089437,0.276056338028169,1.80411808881055
"ASV_6128",-1.48411119628773,0.205,-0.180458798940093,0.286713286713287,1.84813602460342
"ASV_18094",1.36391624413035,0.212,0.171275446519433,0.293793103448276,2.23645082084024
"ASV_9084",-1.48018124275219,0.213,-0.185173554743028,0.293793103448276,1.72119527712732
"ASV_13151",-1.46795863012531,0.22,-0.167606921152532,0.298648648648649,2.68653738949831
"ASV_19292",-1.50690863948704,0.221,-0.187290506204748,0.298648648648649,2.5137269084179
"ASV_23012",-1.34914860134209,0.221,-0.155864524470686,0.298648648648649,1.99760858563027
"ASV_18877",-1.1944182500549,0.223,-0.150739516246706,0.299328859060403,2.12725891423334
"ASV_16803",-1.57876308023612,0.227,-0.185571370421385,0.302666666666667,2.08626059630655
"ASV_18188",-1.17790325262293,0.236,-0.124512134012741,0.312582781456954,1.79256966022483
"ASV_19706",-1.23701248767025,0.243,-0.151703087891411,0.315584415584416,2.47482934910878
"ASV_18456",-1.27865418003972,0.24,-0.152183799386562,0.315584415584416,2.01000011048567
"ASV_2608",-1.48995851315615,0.242,-0.178800277074954,0.315584415584416,1.89204840284604
"ASV_4013",-1.33116818593028,0.25,-0.16307519030483,0.32258064516129,1.70376367514601
"ASV_11794",-1.41699371571914,0.259,-0.172621061517743,0.327848101265823,2.39573136775791
"ASV_9691",-1.26688777035968,0.256,-0.154342838046436,0.327848101265823,2.14373960547358
"ASV_1196",-1.52561855842005,0.259,-0.188038068751137,0.327848101265823,2.08930917142856
"ASV_16141",-1.20044003949815,0.272,-0.147596226690271,0.342138364779874,2.60111429480012
"ASV_13192",-1.16387694884839,0.287,-0.141588294531264,0.35875,2.24183995643488
"ASV_10164",-1.08641803080721,0.293,-0.135452302250096,0.361728395061728,2.2284323942165
"ASV_12770",-1.17236466817001,0.293,-0.145798847736953,0.361728395061728,2.01686637274715
"ASV_18015",-1.21235344894432,0.296,-0.14393256382024,0.36319018404908,1.78613510123389
"ASV_4689",-1.07725957805465,0.312,-0.126805372506687,0.375903614457831,1.84987541450897
"ASV_18022",-1.11368738138216,0.312,-0.136253387843804,0.375903614457831,1.74683103873437
"ASV_13245",-1.11597806944126,0.309,-0.136852124722333,0.375903614457831,1.70890438457588
"ASV_5789",-1.23451131904644,0.321,-0.143617848191333,0.384431137724551,2.64056319940499
"ASV_4981",-1.06659384649396,0.344,-0.133082069983038,0.407100591715976,2.62558896240279
"ASV_4900",-1.06497996013083,0.342,-0.130000663136162,0.407100591715976,1.69618273025383
"ASV_13777",-1.32706600706238,0.35,-0.159777943226062,0.409356725146199,2.09952688487702
"ASV_9406",-1.0739034965179,0.349,-0.133380529315678,0.409356725146199,1.87308568755704
"ASV_21227",-1.02613081866256,0.36,-0.127554042283493,0.418604651162791,1.78040128223742
"ASV_20030",0.934123619978061,0.414,0.118277598153057,0.478612716763006,2.2515155493173
"ASV_16269",-0.814568161369249,0.418,-0.102763434663985,0.480459770114942,1.93485547690074
"ASV_12548",-0.834269320487841,0.434,-0.102231109609892,0.496,2.38161257871441
"ASV_9844",0.808848352406615,0.454,0.0998364846393127,0.515909090909091,1.71888347897515
"ASV_12561",-0.783623296690637,0.495,-0.0867470482160542,0.559322033898305,1.93499076582666
"ASV_12132",-0.781016863428549,0.512,-0.0959088097231094,0.575280898876405,2.61105417584714
"ASV_8640",-0.581116890668104,0.517,-0.0695578559513267,0.577653631284916,2.37236946489137
"ASV_12567",-0.766768387291838,0.522,-0.0934849571417576,0.58,2.15948289913484
"ASV_6917",-0.683461118579877,0.529,-0.0816444761833247,0.584530386740332,2.07609743878059
"ASV_6896",-0.557542839537382,0.556,-0.0706001224589899,0.610989010989011,1.78385981569965
"ASV_3923",-0.807032525427956,0.59,-0.0948767079342652,0.641304347826087,2.34441526077675
"ASV_11241",-0.632365658029347,0.587,-0.0780895364037984,0.641304347826087,1.85185175310052
"ASV_4787",-0.603253293950977,0.604,-0.0740084247610323,0.652972972972973,1.74478474555892
"ASV_12870",0.543897961268787,0.622,0.0675979686628395,0.668817204301075,1.8061270326483
"ASV_19598",-0.5217814137105,0.631,-0.0654276693810256,0.674866310160428,2.34317784550849
"ASV_10208",-0.521429528285755,0.635,-0.0624171416293494,0.675531914893617,1.90461982197841
"ASV_11991",-0.521521297477752,0.643,-0.0631708615820228,0.676842105263158,1.92636429907926
"ASV_12780",-0.475152757451479,0.643,-0.0510977116392254,0.676842105263158,1.80094851430567
"ASV_7449",-0.589146402631253,0.655,-0.0728667115901212,0.68586387434555,2.3666003083462
"ASV_11723",-0.676993298554558,0.663,-0.0820972446244504,0.688082901554404,2.36133029085573
"ASV_14064",-0.466478175629981,0.664,-0.0571023045567956,0.688082901554404,1.87482360466685
"ASV_13605",-0.366538449319236,0.797,-0.045487441115711,0.821649484536082,1.8387889924379
"ASV_4052",-0.295671726579904,0.834,-0.0353159879588133,0.851020408163265,2.52106910375665
"ASV_5903",-0.373783008563028,0.83,-0.0457743415335867,0.851020408163265,1.74763384522312
"ASV_8643",-0.223681963962066,0.853,-0.0260603112221742,0.865989847715736,2.23727624457048
"ASV_9085",0.0928406359605135,0.924,0.0115449528709509,0.933333333333333,1.766233675869
"ASV_4076",-0.112996545659923,0.942,-0.0133344136980066,0.946733668341708,1.89887636898062
"ASV_8208",-0.0630064813915078,0.957,-0.00744704654854154,0.957,2.28851802823323
